strategy,asset,target_utc,block,block_hash,block_utc,status,start_quantity,end_quantity,end_usd,net_return_fraction,versus_hold_usd,gas_usd,accounting_usd,route,note,token_return_fraction,best_strategy,best_asset,versus_best_usd,single_vault_strategy,single_vault_status,versus_single_vault_usd
yearn-tricrypto2-v2,BTC,2022-03-01T00:00:00+00:00,14297758,0x3d75edc45b9dcab8bf1196fabcecdcf22c9289d02eedfe1416731fd751eca9b3,2022-02-28T23:59:58+00:00,complete,0.21530188,0.20364365,8798.0059353631166970010,-0.1201994064636883302999,-503.6698995319930082302,361.177343134491148518848107780906,,[],,-0.0541482963362883779742192683129380941773476385807685469351219784982834334748958067621146643029777538,cash-USD,cash,-1201.9940646368833029990,yearn-wbtc-v2,complete,-462.5834643566773153028
yearn-tricrypto2-v2,BTC,2022-04-01T00:00:00+00:00,14497033,0xba079017e34778e071d26698d4cd9a64689487ac91218836ef5d608ec392b3ee,2022-03-31T23:59:56+00:00,complete,0.21530188,0.21030963,9582.3154062079408458936,-0.04176845937920591541064,-227.4613582204561564200,190.9610389251111537987655863872478,,[],,-0.0231872104414508596023406762634864126592856504550726635550047217423275635122182862499853693799608252,yearn-usdc-v2,USD,-480.003206513809123576884,yearn-wbtc-v2,complete,-198.9244063689591160296
yearn-tricrypto2-v2,ETH,2022-02-01T00:00:00+00:00,14116761,0x4a5a96b90503c3033b494fe07306a6de18ce0ca3833cac7ad336993a64aa9ce0,2022-02-01T00:00:00+00:00,complete,2.707209549056973607,3.061677636996658234,8217.0962836271088546025907491825132,-0.17829037163728911453974092508174868,951.3406548348410957119037437125546,293.7054588350129750737211620636072,,"[""unwrap WETH""]",,0.130934854327460410441594900442426695832029608176207495746907461645800187303795819659332602096435022,cash-USD,cash,-1782.9037163728911453974092508174868,yearn-weth-v2,complete,1032.2042362076453848727725453237582
yearn-tricrypto2-v2,ETH,2022-03-01T00:00:00+00:00,14297758,0x3d75edc45b9dcab8bf1196fabcecdcf22c9289d02eedfe1416731fd751eca9b3,2022-02-28T23:59:58+00:00,complete,2.707209549056973607,3.00642561836606707,8776.64316260350338506756471688206,-0.122335683739649661493243528311794,873.499963810843080953003511273654,378.57603638907266365692447387362,,"[""unwrap WETH""]",,0.110525640474828429543251375279031127059105599079049145237249860212267966074413882884167904019613589,cash-USD,cash,-1223.35683739649661493243528311794,yearn-weth-v2,complete,931.677420420222938704720311765938
yearn-tricrypto2-v2,ETH,2022-04-01T00:00:00+00:00,14497033,0xba079017e34778e071d26698d4cd9a64689487ac91218836ef5d608ec392b3ee,2022-03-31T23:59:56+00:00,complete,2.707209549056973607,2.904526877435860947,9536.4413530111405821727431790262379,-0.04635586469888594178272568209737621,647.8525451550594439093695096826380,205.1037402901614660091060325205882,,"[""unwrap WETH""]",,0.072885871892562081450807124701199007570608231226315810355154282503950679395395756283491051091899277,yearn-usdc-v2,USD,-525.8772597106093872977408209737621,yearn-weth-v2,complete,684.1837667971783807419438461163498
yearn-tricrypto2-v2,CRV,2022-02-01T00:00:00+00:00,14116761,0x4a5a96b90503c3033b494fe07306a6de18ce0ca3833cac7ad336993a64aa9ce0,2022-02-01T00:00:00+00:00,complete,1868.0817199810281463,2413.711491735464517882,7954.571455080272463591966338577419976,-0.2045428544919727536408033661422580024,1798.164785766981908009360396324871576,451.3108050394625785782073364659606,,"[""approval"", ""USDT -> CRV (Uniswap V3 fee=3000 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)""]",,0.292080247838396317754583989068239841212602329615428559513843477839876502611608088019626409366954822,cash-USD,cash,-2045.428544919727536408033661422580024,,not in catalog,
yearn-tricrypto2-v2,CRV,2022-03-01T00:00:00+00:00,14297758,0x3d75edc45b9dcab8bf1196fabcecdcf22c9289d02eedfe1416731fd751eca9b3,2022-02-28T23:59:58+00:00,complete,1868.0817199810281463,3456.114809987506919164,8333.4346551211431886017887885513778224,-0.16665653448788568113982112114486221776,3829.0886481826513415059910345500967424,511.307853896169179069501848706157,,"[""approval"", ""USDT -> CRV (Uniswap V3 fee=3000 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)""]",,0.850087591469288886506282346576269207757216143253831962869959426595081023739313591871146024812769375,cash-USD,cash,-1666.5653448788568113982112114486221776,,not in catalog,
yearn-tricrypto2-v2,CRV,2022-04-01T00:00:00+00:00,14497033,0xba079017e34778e071d26698d4cd9a64689487ac91218836ef5d608ec392b3ee,2022-03-31T23:59:56+00:00,complete,1868.0817199810281463,3491.544990987423015285,9179.919226402902535223078043961636665,-0.0820080773597097464776921956038363335,4268.385981947735846811505987020781965,351.9188210408478045947739849440436,,"[""approval"", ""USDT -> WETH (Uniswap V3 fee=500 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)"", ""approval"", ""WETH -> CRV (Uniswap V3 fee=10000 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)""]",,0.869053668071267475404179024736100106383944473439240458163154021876190902844229798106493778879682489,yearn-usdc-v2,USD,-882.399386318847434247405956038363335,,not in catalog,
yearn-crv-cvxcrv-v2,USD,2022-02-01T00:00:00+00:00,14116761,0x4a5a96b90503c3033b494fe07306a6de18ce0ca3833cac7ad336993a64aa9ce0,2022-02-01T00:00:00+00:00,unavailable-entry,,,,,,,,[],no contract at 0xa8eF50905352aCD611F53640b001E48F2eA31d63 by block 13916165,,cash-USD,cash,,yearn-usdc-v2,complete,
yearn-crv-cvxcrv-v2,USD,2022-03-01T00:00:00+00:00,14297758,0x3d75edc45b9dcab8bf1196fabcecdcf22c9289d02eedfe1416731fd751eca9b3,2022-02-28T23:59:58+00:00,unavailable-entry,,,,,,,,[],no contract at 0xa8eF50905352aCD611F53640b001E48F2eA31d63 by block 13916165,,cash-USD,cash,,yearn-usdc-v2,complete,
yearn-crv-cvxcrv-v2,USD,2022-04-01T00:00:00+00:00,14497033,0xba079017e34778e071d26698d4cd9a64689487ac91218836ef5d608ec392b3ee,2022-03-31T23:59:56+00:00,unavailable-entry,,,,,,,,[],no contract at 0xa8eF50905352aCD611F53640b001E48F2eA31d63 by block 13916165,,yearn-usdc-v2,USD,,yearn-usdc-v2,complete,
yearn-crv-cvxcrv-v2,BTC,2022-02-01T00:00:00+00:00,14116761,0x4a5a96b90503c3033b494fe07306a6de18ce0ca3833cac7ad336993a64aa9ce0,2022-02-01T00:00:00+00:00,unavailable-entry,,,,,,,,[],no contract at 0xa8eF50905352aCD611F53640b001E48F2eA31d63 by block 13916165,,cash-USD,cash,,yearn-wbtc-v2,complete,
yearn-crv-cvxcrv-v2,BTC,2022-03-01T00:00:00+00:00,14297758,0x3d75edc45b9dcab8bf1196fabcecdcf22c9289d02eedfe1416731fd751eca9b3,2022-02-28T23:59:58+00:00,unavailable-entry,,,,,,,,[],no contract at 0xa8eF50905352aCD611F53640b001E48F2eA31d63 by block 13916165,,cash-USD,cash,,yearn-wbtc-v2,complete,
yearn-crv-cvxcrv-v2,BTC,2022-04-01T00:00:00+00:00,14497033,0xba079017e34778e071d26698d4cd9a64689487ac91218836ef5d608ec392b3ee,2022-03-31T23:59:56+00:00,unavailable-entry,,,,,,,,[],no contract at 0xa8eF50905352aCD611F53640b001E48F2eA31d63 by block 13916165,,yearn-usdc-v2,USD,,yearn-wbtc-v2,complete,
yearn-crv-cvxcrv-v2,ETH,2022-02-01T00:00:00+00:00,14116761,0x4a5a96b90503c3033b494fe07306a6de18ce0ca3833cac7ad336993a64aa9ce0,2022-02-01T00:00:00+00:00,unavailable-entry,,,,,,,,[],no contract at 0xa8eF50905352aCD611F53640b001E48F2eA31d63 by block 13916165,,cash-USD,cash,,yearn-weth-v2,complete,
yearn-crv-cvxcrv-v2,ETH,2022-03-01T00:00:00+00:00,14297758,0x3d75edc45b9dcab8bf1196fabcecdcf22c9289d02eedfe1416731fd751eca9b3,2022-02-28T23:59:58+00:00,unavailable-entry,,,,,,,,[],no contract at 0xa8eF50905352aCD611F53640b001E48F2eA31d63 by block 13916165,,cash-USD,cash,,yearn-weth-v2,complete,
yearn-crv-cvxcrv-v2,ETH,2022-04-01T00:00:00+00:00,14497033,0xba079017e34778e071d26698d4cd9a64689487ac91218836ef5d608ec392b3ee,2022-03-31T23:59:56+00:00,unavailable-entry,,,,,,,,[],no contract at 0xa8eF50905352aCD611F53640b001E48F2eA31d63 by block 13916165,,yearn-usdc-v2,USD,,yearn-weth-v2,complete,
yearn-crv-cvxcrv-v2,CRV,2022-02-01T00:00:00+00:00,14116761,0x4a5a96b90503c3033b494fe07306a6de18ce0ca3833cac7ad336993a64aa9ce0,2022-02-01T00:00:00+00:00,unavailable-entry,,,,,,,,[],no contract at 0xa8eF50905352aCD611F53640b001E48F2eA31d63 by block 13916165,,cash-USD,cash,,,not in catalog,
yearn-crv-cvxcrv-v2,CRV,2022-03-01T00:00:00+00:00,14297758,0x3d75edc45b9dcab8bf1196fabcecdcf22c9289d02eedfe1416731fd751eca9b3,2022-02-28T23:59:58+00:00,unavailable-entry,,,,,,,,[],no contract at 0xa8eF50905352aCD611F53640b001E48F2eA31d63 by block 13916165,,cash-USD,cash,,,not in catalog,
yearn-crv-cvxcrv-v2,CRV,2022-04-01T00:00:00+00:00,14497033,0xba079017e34778e071d26698d4cd9a64689487ac91218836ef5d608ec392b3ee,2022-03-31T23:59:56+00:00,unavailable-entry,,,,,,,,[],no contract at 0xa8eF50905352aCD611F53640b001E48F2eA31d63 by block 13916165,,yearn-usdc-v2,USD,,,not in catalog,
yearn-usd-v3,USD,2022-02-01T00:00:00+00:00,14116761,0x4a5a96b90503c3033b494fe07306a6de18ce0ca3833cac7ad336993a64aa9ce0,2022-02-01T00:00:00+00:00,unavailable-entry,,,,,,,,[],no contract at 0x696d02Db93291651ED510704c9b286841d506987 by block 13916165,,cash-USD,cash,,yearn-usdc-v2,complete,
yearn-usd-v3,USD,2022-03-01T00:00:00+00:00,14297758,0x3d75edc45b9dcab8bf1196fabcecdcf22c9289d02eedfe1416731fd751eca9b3,2022-02-28T23:59:58+00:00,unavailable-entry,,,,,,,,[],no contract at 0x696d02Db93291651ED510704c9b286841d506987 by block 13916165,,cash-USD,cash,,yearn-usdc-v2,complete,
yearn-usd-v3,USD,2022-04-01T00:00:00+00:00,14497033,0xba079017e34778e071d26698d4cd9a64689487ac91218836ef5d608ec392b3ee,2022-03-31T23:59:56+00:00,unavailable-entry,,,,,,,,[],no contract at 0x696d02Db93291651ED510704c9b286841d506987 by block 13916165,,yearn-usdc-v2,USD,,yearn-usdc-v2,complete,
yearn-usd-v3,BTC,2022-02-01T00:00:00+00:00,14116761,0x4a5a96b90503c3033b494fe07306a6de18ce0ca3833cac7ad336993a64aa9ce0,2022-02-01T00:00:00+00:00,unavailable-entry,,,,,,,,[],no contract at 0x696d02Db93291651ED510704c9b286841d506987 by block 13916165,,cash-USD,cash,,yearn-wbtc-v2,complete,
yearn-usd-v3,BTC,2022-03-01T00:00:00+00:00,14297758,0x3d75edc45b9dcab8bf1196fabcecdcf22c9289d02eedfe1416731fd751eca9b3,2022-02-28T23:59:58+00:00,unavailable-entry,,,,,,,,[],no contract at 0x696d02Db93291651ED510704c9b286841d506987 by block 13916165,,cash-USD,cash,,yearn-wbtc-v2,complete,
yearn-usd-v3,BTC,2022-04-01T00:00:00+00:00,14497033,0xba079017e34778e071d26698d4cd9a64689487ac91218836ef5d608ec392b3ee,2022-03-31T23:59:56+00:00,unavailable-entry,,,,,,,,[],no contract at 0x696d02Db93291651ED510704c9b286841d506987 by block 13916165,,yearn-usdc-v2,USD,,yearn-wbtc-v2,complete,
yearn-usd-v3,ETH,2022-02-01T00:00:00+00:00,14116761,0x4a5a96b90503c3033b494fe07306a6de18ce0ca3833cac7ad336993a64aa9ce0,2022-02-01T00:00:00+00:00,unavailable-entry,,,,,,,,[],no contract at 0x696d02Db93291651ED510704c9b286841d506987 by block 13916165,,cash-USD,cash,,yearn-weth-v2,complete,
yearn-usd-v3,ETH,2022-03-01T00:00:00+00:00,14297758,0x3d75edc45b9dcab8bf1196fabcecdcf22c9289d02eedfe1416731fd751eca9b3,2022-02-28T23:59:58+00:00,unavailable-entry,,,,,,,,[],no contract at 0x696d02Db93291651ED510704c9b286841d506987 by block 13916165,,cash-USD,cash,,yearn-weth-v2,complete,
yearn-usd-v3,ETH,2022-04-01T00:00:00+00:00,14497033,0xba079017e34778e071d26698d4cd9a64689487ac91218836ef5d608ec392b3ee,2022-03-31T23:59:56+00:00,unavailable-entry,,,,,,,,[],no contract at 0x696d02Db93291651ED510704c9b286841d506987 by block 13916165,,yearn-usdc-v2,USD,,yearn-weth-v2,complete,
yearn-usd-v3,CRV,2022-02-01T00:00:00+00:00,14116761,0x4a5a96b90503c3033b494fe07306a6de18ce0ca3833cac7ad336993a64aa9ce0,2022-02-01T00:00:00+00:00,unavailable-entry,,,,,,,,[],no contract at 0x696d02Db93291651ED510704c9b286841d506987 by block 13916165,,cash-USD,cash,,,not in catalog,
yearn-usd-v3,CRV,2022-03-01T00:00:00+00:00,14297758,0x3d75edc45b9dcab8bf1196fabcecdcf22c9289d02eedfe1416731fd751eca9b3,2022-02-28T23:59:58+00:00,unavailable-entry,,,,,,,,[],no contract at 0x696d02Db93291651ED510704c9b286841d506987 by block 13916165,,cash-USD,cash,,,not in catalog,
yearn-usd-v3,CRV,2022-04-01T00:00:00+00:00,14497033,0xba079017e34778e071d26698d4cd9a64689487ac91218836ef5d608ec392b3ee,2022-03-31T23:59:56+00:00,unavailable-entry,,,,,,,,[],no contract at 0x696d02Db93291651ED510704c9b286841d506987 by block 13916165,,yearn-usdc-v2,USD,,,not in catalog,
