strategy,asset,target_utc,block,block_hash,block_utc,status,start_quantity,end_quantity,end_usd,net_return_fraction,versus_hold_usd,gas_usd,accounting_usd,route,note,token_return_fraction,best_strategy,best_asset,versus_best_usd,single_vault_strategy,single_vault_status,versus_single_vault_usd
curve-eth-steth-lp,CRV,2022-04-01T00:00:00+00:00,14497033,0xba079017e34778e071d26698d4cd9a64689487ac91218836ef5d608ec392b3ee,2022-03-31T23:59:56+00:00,complete,1868.0817199810281463,3283.221517298096102572,8632.198184180027162890428786137171868,-0.1367801815819972837109571213862828132,3720.664939724860474478856729196317168,152.8577557341100097083220526355542,,"[""wrap ETH"", ""approval"", ""WETH -> CRV (Uniswap V3 fee=10000 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)""]",,0.757536344465401559077206966668762583671264948782564634004470002172670931134243203795025432357754942,yearn-usdc-v2,USD,-1430.120428541722806580055213862828132,,not in catalog,
curve-eth-steth-gauge,USD,2022-02-01T00:00:00+00:00,14116761,0x4a5a96b90503c3033b494fe07306a6de18ce0ca3833cac7ad336993a64aa9ce0,2022-02-01T00:00:00+00:00,complete,9986.63631,6307.334315,6314.2373082458746684599775,-0.36857626917541253315400225,-3683.3287669376498902428575,1109.359604182875273061333130699104,,"[""approval"", ""CRV -> USDC (Uniswap V3 fee=10000 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)"", ""approval"", ""LDO -> WETH (Uniswap V3 fee=10000 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)"", ""approval"", ""WETH -> USDC (Uniswap V3 fee=500 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)"", ""wrap ETH"", ""approval"", ""WETH -> USDC (Uniswap V3 fee=500 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)""]",compounding skipped; rewards retained: proceeds cannot cover the deposit and gas,-0.3684225479720108081116253246234417041667556230452133086640861160988849507827926498306615513467116537,cash-USD,cash,-3685.7626917541253315400225,yearn-usdc-v2,complete,-3624.8171265194338334297770
curve-eth-steth-gauge,USD,2022-03-01T00:00:00+00:00,14297758,0x3d75edc45b9dcab8bf1196fabcecdcf22c9289d02eedfe1416731fd751eca9b3,2022-02-28T23:59:58+00:00,complete,9986.63631,7204.668707,7208.2752016943526774732084,-0.27917247983056473225267916,-2783.3601932505874286811636,858.420991557160033608188832753848,,"[""approval"", ""CRV -> WETH (Uniswap V3 fee=3000 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)"", ""approval"", ""WETH -> USDC (Uniswap V3 fee=500 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)"", ""approval"", ""LDO -> WETH (Uniswap V3 fee=10000 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)"", ""approval"", ""WETH -> USDC (Uniswap V3 fee=500 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)"", ""wrap ETH"", ""approval"", ""WETH -> USDC (Uniswap V3 fee=500 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)""]",compounding skipped; rewards retained: proceeds cannot cover the deposit and gas,-0.2785690313178131546476633432143079615162234740477897707681716908343085540881181844099817829452928180,cash-USD,cash,-2791.7247983056473225267916,yearn-usdc-v2,complete,-2756.9548809599507279319624
curve-eth-steth-gauge,USD,2022-04-01T00:00:00+00:00,14497033,0xba079017e34778e071d26698d4cd9a64689487ac91218836ef5d608ec392b3ee,2022-03-31T23:59:56+00:00,complete,9986.63631,8478.85459,8542.78405464719713466492,-0.145721594535280286533508,-1519.15019874217761397936,595.9450850713181906777830954943952,,"[""approval"", ""CRV -> USDC (Uniswap V3 fee=10000 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)"", ""approval"", ""LDO -> WETH (Uniswap V3 fee=10000 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)"", ""approval"", ""WETH -> USDC (Uniswap V3 fee=500 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)"", ""wrap ETH"", ""approval"", ""WETH -> USDC (Uniswap V3 fee=500 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)""]",,-0.1509799369073048781126585353742595638791215778238348603685158131086481910744579823394009228718973946,yearn-usdc-v2,USD,-1519.534558074552834805564,yearn-usdc-v2,complete,-1519.534558074552834805564
curve-eth-steth-gauge,BTC,2022-02-01T00:00:00+00:00,14116761,0x4a5a96b90503c3033b494fe07306a6de18ce0ca3833cac7ad336993a64aa9ce0,2022-02-01T00:00:00+00:00,complete,0.21530188,0.16183962,6235.3358347958566190190,-0.3764664165204143380981,-2059.7870013978847298870,1155.7140088923759021631692465170752,,"[""approval"", ""CRV -> WETH (Uniswap V3 fee=10000 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)"", ""approval"", ""WETH -> WBTC (Uniswap V3 fee=500 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)"", ""approval"", ""LDO -> WETH (Uniswap V3 fee=10000 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)"", ""approval"", ""WETH -> WBTC (Uniswap V3 fee=500 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)"", ""wrap ETH"", ""approval"", ""WETH -> WBTC (Uniswap V3 fee=500 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)""]",compounding skipped; rewards retained: proceeds cannot cover the deposit and gas,-0.2483130198398639157261422891430395312850960706892108884511366087467513056551108610849101735665290057,cash-USD,cash,-3764.6641652041433809810,yearn-wbtc-v2,complete,-1989.6431613367838909170
curve-eth-steth-gauge,BTC,2022-03-01T00:00:00+00:00,14297758,0x3d75edc45b9dcab8bf1196fabcecdcf22c9289d02eedfe1416731fd751eca9b3,2022-02-28T23:59:58+00:00,complete,0.21530188,0.16666127,7200.2581109460321491998,-0.27997418890539678508002,-2101.4177239490775560314,847.427325492092364620467476559832,,"[""approval"", ""CRV -> WETH (Uniswap V3 fee=3000 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)"", ""approval"", ""WETH -> WBTC (Uniswap V3 fee=3000 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)"", ""approval"", ""LDO -> WETH (Uniswap V3 fee=10000 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)"", ""approval"", ""WETH -> WBTC (Uniswap V3 fee=500 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)"", ""wrap ETH"", ""approval"", ""WETH -> WBTC (Uniswap V3 fee=500 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)""]",compounding skipped; rewards retained: proceeds cannot cover the deposit and gas,-0.2259181852011696321462683001188842382611800695841578345716256634637839669583934891790076333750545978,cash-USD,cash,-2799.7418890539678508002,yearn-wbtc-v2,complete,-2060.3312887737618631040
curve-eth-steth-gauge,BTC,2022-04-01T00:00:00+00:00,14497033,0xba079017e34778e071d26698d4cd9a64689487ac91218836ef5d608ec392b3ee,2022-03-31T23:59:56+00:00,complete,0.21530188,0.18545492,8449.8628858462694881824,-0.15501371141537305118176,-1359.9138785821275141312,610.8661489998531833596976046831324,,"[""approval"", ""CRV -> WETH (Uniswap V3 fee=10000 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)"", ""approval"", ""WETH -> WBTC (Uniswap V3 fee=100 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)"", ""approval"", ""LDO -> WETH (Uniswap V3 fee=10000 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)"", ""approval"", ""WETH -> WBTC (Uniswap V3 fee=500 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)"", ""wrap ETH"", ""approval"", ""WETH -> WBTC (Uniswap V3 fee=500 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)""]",,-0.1386284225664912912047029036625225938575176398831259624857897199968713696322577396908935490948801748,yearn-usdc-v2,USD,-1612.455726875480481288084,yearn-wbtc-v2,complete,-1331.3769267306304737408
curve-eth-steth-gauge,ETH,2022-02-01T00:00:00+00:00,14116761,0x4a5a96b90503c3033b494fe07306a6de18ce0ca3833cac7ad336993a64aa9ce0,2022-02-01T00:00:00+00:00,complete,2.707209549056973607,2.407048603036509904,6460.1674230874352190079572068029792,-0.35398325769125647809920427931970208,-805.5882057048325398827297986669794,905.5231579106333485500670823213556,,"[""approval"", ""CRV -> WETH (Uniswap V3 fee=10000 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)"", ""unwrap WETH"", ""approval"", ""LDO -> WETH (Uniswap V3 fee=10000 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)"", ""unwrap WETH""]",compounding skipped; rewards retained: proceeds cannot cover the deposit and gas,-0.1108746628516515968939619393377224644959372371188164048381637641178390949527156583307871209416731629,cash-USD,cash,-3539.8325769125647809920427931970208,yearn-weth-v2,complete,-724.7246243320282507218609970557758
curve-eth-steth-gauge,ETH,2022-03-01T00:00:00+00:00,14297758,0x3d75edc45b9dcab8bf1196fabcecdcf22c9289d02eedfe1416731fd751eca9b3,2022-02-28T23:59:58+00:00,complete,2.707209549056973607,2.52067541883787077,7358.59505212358169109975113621666,-0.264140494787641830890024886378334,-544.548146669078613014810069391746,664.635888257389520946181089096034,,"[""approval"", ""CRV -> WETH (Uniswap V3 fee=3000 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)"", ""unwrap WETH"", ""approval"", ""LDO -> WETH (Uniswap V3 fee=10000 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)"", ""unwrap WETH""]",compounding skipped; rewards retained: proceeds cannot cover the deposit and gas,-0.0689027305936032659531422075416405807943647045013323117201630267652598094973495553228056151826958980,cash-USD,cash,-2641.40494787641830890024886378334,yearn-weth-v2,complete,-486.370690059698755263093268899462
curve-eth-steth-gauge,ETH,2022-04-01T00:00:00+00:00,14497033,0xba079017e34778e071d26698d4cd9a64689487ac91218836ef5d608ec392b3ee,2022-03-31T23:59:56+00:00,complete,2.707209549056973607,2.610434091653542079,8570.8456734722154457017740205957303,-0.14291543265277845542982259794042697,-317.7431343838656925615996487478696,482.1142548443792248505299626696282,,"[""approval"", ""CRV -> WETH (Uniswap V3 fee=10000 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)"", ""unwrap WETH"", ""approval"", ""LDO -> WETH (Uniswap V3 fee=10000 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)"", ""unwrap WETH""]",,-0.0357473094157569680033805402691654817398314708830798252816281962238217012244385735048866059970786465,yearn-usdc-v2,USD,-1491.4729392495345237687099794042697,yearn-weth-v2,complete,-281.4119127417467557290253123141578
curve-eth-steth-gauge,CRV,2022-02-01T00:00:00+00:00,14116761,0x4a5a96b90503c3033b494fe07306a6de18ce0ca3833cac7ad336993a64aa9ce0,2022-02-01T00:00:00+00:00,complete,1868.0817199810281463,1898.638561815463305201,6257.109086584724745083192201441575668,-0.3742890913415275254916807798558424332,100.702417271434189500586259189027268,1012.4304935737001948083632164448988,,"[""approval"", ""LDO -> WETH (Uniswap V3 fee=10000 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)"", ""approval"", ""WETH -> CRV (Uniswap V3 fee=10000 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)"", ""wrap ETH"", ""approval"", ""WETH -> CRV (Uniswap V3 fee=10000 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)""]",compounding skipped; rewards retained: proceeds cannot cover the deposit and gas,0.016357336784359459339602389616446776831569031875053665861140247562813385536444025109778983364079947,cash-USD,cash,-3742.890913415275254916807798558424332,,not in catalog,
curve-eth-steth-gauge,CRV,2022-03-01T00:00:00+00:00,14297758,0x3d75edc45b9dcab8bf1196fabcecdcf22c9289d02eedfe1416731fd751eca9b3,2022-02-28T23:59:58+00:00,complete,1868.0817199810281463,2935.508403978642736014,7078.1408630934358023712834872046612824,-0.29218591369065641976287165127953387176,2573.7948561549439552754857332033802024,753.56827805287149348103969509007,,"[""approval"", ""LDO -> WETH (Uniswap V3 fee=10000 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)"", ""approval"", ""WETH -> CRV (Uniswap V3 fee=10000 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)"", ""wrap ETH"", ""approval"", ""WETH -> CRV (Uniswap V3 fee=10000 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)""]",compounding skipped; rewards retained: proceeds cannot cover the deposit and gas,0.571402563699651830839774357020970874466034294935625550825850026982893414796682720212162923907409783,cash-USD,cash,-2921.8591369065641976287165127953387176,,not in catalog,
curve-eth-steth-gauge,CRV,2022-04-01T00:00:00+00:00,14497033,0xba079017e34778e071d26698d4cd9a64689487ac91218836ef5d608ec392b3ee,2022-03-31T23:59:56+00:00,complete,1868.0817199810281463,3164.189918146451254684,8319.242037711283576710085541366769996,-0.1680757962288716423289914458633230004,3407.708793256116888298513484425915296,556.8400435026868572738083314799742,,"[""approval"", ""LDO -> WETH (Uniswap V3 fee=10000 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)"", ""approval"", ""WETH -> CRV (Uniswap V3 fee=10000 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)"", ""wrap ETH"", ""approval"", ""WETH -> CRV (Uniswap V3 fee=10000 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)""]",,0.693817719161978693655012451156869098047288057761308271200044016298070278483731110497516995379890247,yearn-usdc-v2,USD,-1743.076575010466392760398458633230004,,not in catalog,
curve-crv-cvxcrv-v2-lp,USD,2022-02-01T00:00:00+00:00,14116761,0x4a5a96b90503c3033b494fe07306a6de18ce0ca3833cac7ad336993a64aa9ce0,2022-02-01T00:00:00+00:00,unavailable-entry,,,,,,,,[],no contract at 0x971add32Ea87f10bD192671630be3BE8A11b8623 by block 13916165,,cash-USD,cash,,yearn-usdc-v2,complete,
curve-crv-cvxcrv-v2-lp,USD,2022-03-01T00:00:00+00:00,14297758,0x3d75edc45b9dcab8bf1196fabcecdcf22c9289d02eedfe1416731fd751eca9b3,2022-02-28T23:59:58+00:00,unavailable-entry,,,,,,,,[],no contract at 0x971add32Ea87f10bD192671630be3BE8A11b8623 by block 13916165,,cash-USD,cash,,yearn-usdc-v2,complete,
curve-crv-cvxcrv-v2-lp,USD,2022-04-01T00:00:00+00:00,14497033,0xba079017e34778e071d26698d4cd9a64689487ac91218836ef5d608ec392b3ee,2022-03-31T23:59:56+00:00,unavailable-entry,,,,,,,,[],no contract at 0x971add32Ea87f10bD192671630be3BE8A11b8623 by block 13916165,,yearn-usdc-v2,USD,,yearn-usdc-v2,complete,
curve-crv-cvxcrv-v2-lp,BTC,2022-02-01T00:00:00+00:00,14116761,0x4a5a96b90503c3033b494fe07306a6de18ce0ca3833cac7ad336993a64aa9ce0,2022-02-01T00:00:00+00:00,unavailable-entry,,,,,,,,[],no contract at 0x971add32Ea87f10bD192671630be3BE8A11b8623 by block 13916165,,cash-USD,cash,,yearn-wbtc-v2,complete,
curve-crv-cvxcrv-v2-lp,BTC,2022-03-01T00:00:00+00:00,14297758,0x3d75edc45b9dcab8bf1196fabcecdcf22c9289d02eedfe1416731fd751eca9b3,2022-02-28T23:59:58+00:00,unavailable-entry,,,,,,,,[],no contract at 0x971add32Ea87f10bD192671630be3BE8A11b8623 by block 13916165,,cash-USD,cash,,yearn-wbtc-v2,complete,
curve-crv-cvxcrv-v2-lp,BTC,2022-04-01T00:00:00+00:00,14497033,0xba079017e34778e071d26698d4cd9a64689487ac91218836ef5d608ec392b3ee,2022-03-31T23:59:56+00:00,unavailable-entry,,,,,,,,[],no contract at 0x971add32Ea87f10bD192671630be3BE8A11b8623 by block 13916165,,yearn-usdc-v2,USD,,yearn-wbtc-v2,complete,
curve-crv-cvxcrv-v2-lp,ETH,2022-02-01T00:00:00+00:00,14116761,0x4a5a96b90503c3033b494fe07306a6de18ce0ca3833cac7ad336993a64aa9ce0,2022-02-01T00:00:00+00:00,unavailable-entry,,,,,,,,[],no contract at 0x971add32Ea87f10bD192671630be3BE8A11b8623 by block 13916165,,cash-USD,cash,,yearn-weth-v2,complete,
curve-crv-cvxcrv-v2-lp,ETH,2022-03-01T00:00:00+00:00,14297758,0x3d75edc45b9dcab8bf1196fabcecdcf22c9289d02eedfe1416731fd751eca9b3,2022-02-28T23:59:58+00:00,unavailable-entry,,,,,,,,[],no contract at 0x971add32Ea87f10bD192671630be3BE8A11b8623 by block 13916165,,cash-USD,cash,,yearn-weth-v2,complete,
curve-crv-cvxcrv-v2-lp,ETH,2022-04-01T00:00:00+00:00,14497033,0xba079017e34778e071d26698d4cd9a64689487ac91218836ef5d608ec392b3ee,2022-03-31T23:59:56+00:00,unavailable-entry,,,,,,,,[],no contract at 0x971add32Ea87f10bD192671630be3BE8A11b8623 by block 13916165,,yearn-usdc-v2,USD,,yearn-weth-v2,complete,
curve-crv-cvxcrv-v2-lp,CRV,2022-02-01T00:00:00+00:00,14116761,0x4a5a96b90503c3033b494fe07306a6de18ce0ca3833cac7ad336993a64aa9ce0,2022-02-01T00:00:00+00:00,unavailable-entry,,,,,,,,[],no contract at 0x971add32Ea87f10bD192671630be3BE8A11b8623 by block 13916165,,cash-USD,cash,,,not in catalog,
curve-crv-cvxcrv-v2-lp,CRV,2022-03-01T00:00:00+00:00,14297758,0x3d75edc45b9dcab8bf1196fabcecdcf22c9289d02eedfe1416731fd751eca9b3,2022-02-28T23:59:58+00:00,unavailable-entry,,,,,,,,[],no contract at 0x971add32Ea87f10bD192671630be3BE8A11b8623 by block 13916165,,cash-USD,cash,,,not in catalog,
curve-crv-cvxcrv-v2-lp,CRV,2022-04-01T00:00:00+00:00,14497033,0xba079017e34778e071d26698d4cd9a64689487ac91218836ef5d608ec392b3ee,2022-03-31T23:59:56+00:00,unavailable-entry,,,,,,,,[],no contract at 0x971add32Ea87f10bD192671630be3BE8A11b8623 by block 13916165,,yearn-usdc-v2,USD,,,not in catalog,
curve-crv-cvxcrv-v2-gauge,USD,2022-02-01T00:00:00+00:00,14116761,0x4a5a96b90503c3033b494fe07306a6de18ce0ca3833cac7ad336993a64aa9ce0,2022-02-01T00:00:00+00:00,unavailable-entry,,,,,,,,[],no contract at 0x971add32Ea87f10bD192671630be3BE8A11b8623 by block 13916165,,cash-USD,cash,,yearn-usdc-v2,complete,
curve-crv-cvxcrv-v2-gauge,USD,2022-03-01T00:00:00+00:00,14297758,0x3d75edc45b9dcab8bf1196fabcecdcf22c9289d02eedfe1416731fd751eca9b3,2022-02-28T23:59:58+00:00,unavailable-entry,,,,,,,,[],no contract at 0x971add32Ea87f10bD192671630be3BE8A11b8623 by block 13916165,,cash-USD,cash,,yearn-usdc-v2,complete,
curve-crv-cvxcrv-v2-gauge,USD,2022-04-01T00:00:00+00:00,14497033,0xba079017e34778e071d26698d4cd9a64689487ac91218836ef5d608ec392b3ee,2022-03-31T23:59:56+00:00,unavailable-entry,,,,,,,,[],no contract at 0x971add32Ea87f10bD192671630be3BE8A11b8623 by block 13916165,,yearn-usdc-v2,USD,,yearn-usdc-v2,complete,
curve-crv-cvxcrv-v2-gauge,BTC,2022-02-01T00:00:00+00:00,14116761,0x4a5a96b90503c3033b494fe07306a6de18ce0ca3833cac7ad336993a64aa9ce0,2022-02-01T00:00:00+00:00,unavailable-entry,,,,,,,,[],no contract at 0x971add32Ea87f10bD192671630be3BE8A11b8623 by block 13916165,,cash-USD,cash,,yearn-wbtc-v2,complete,
curve-crv-cvxcrv-v2-gauge,BTC,2022-03-01T00:00:00+00:00,14297758,0x3d75edc45b9dcab8bf1196fabcecdcf22c9289d02eedfe1416731fd751eca9b3,2022-02-28T23:59:58+00:00,unavailable-entry,,,,,,,,[],no contract at 0x971add32Ea87f10bD192671630be3BE8A11b8623 by block 13916165,,cash-USD,cash,,yearn-wbtc-v2,complete,
curve-crv-cvxcrv-v2-gauge,BTC,2022-04-01T00:00:00+00:00,14497033,0xba079017e34778e071d26698d4cd9a64689487ac91218836ef5d608ec392b3ee,2022-03-31T23:59:56+00:00,unavailable-entry,,,,,,,,[],no contract at 0x971add32Ea87f10bD192671630be3BE8A11b8623 by block 13916165,,yearn-usdc-v2,USD,,yearn-wbtc-v2,complete,
curve-crv-cvxcrv-v2-gauge,ETH,2022-02-01T00:00:00+00:00,14116761,0x4a5a96b90503c3033b494fe07306a6de18ce0ca3833cac7ad336993a64aa9ce0,2022-02-01T00:00:00+00:00,unavailable-entry,,,,,,,,[],no contract at 0x971add32Ea87f10bD192671630be3BE8A11b8623 by block 13916165,,cash-USD,cash,,yearn-weth-v2,complete,
curve-crv-cvxcrv-v2-gauge,ETH,2022-03-01T00:00:00+00:00,14297758,0x3d75edc45b9dcab8bf1196fabcecdcf22c9289d02eedfe1416731fd751eca9b3,2022-02-28T23:59:58+00:00,unavailable-entry,,,,,,,,[],no contract at 0x971add32Ea87f10bD192671630be3BE8A11b8623 by block 13916165,,cash-USD,cash,,yearn-weth-v2,complete,
curve-crv-cvxcrv-v2-gauge,ETH,2022-04-01T00:00:00+00:00,14497033,0xba079017e34778e071d26698d4cd9a64689487ac91218836ef5d608ec392b3ee,2022-03-31T23:59:56+00:00,unavailable-entry,,,,,,,,[],no contract at 0x971add32Ea87f10bD192671630be3BE8A11b8623 by block 13916165,,yearn-usdc-v2,USD,,yearn-weth-v2,complete,
curve-crv-cvxcrv-v2-gauge,CRV,2022-02-01T00:00:00+00:00,14116761,0x4a5a96b90503c3033b494fe07306a6de18ce0ca3833cac7ad336993a64aa9ce0,2022-02-01T00:00:00+00:00,unavailable-entry,,,,,,,,[],no contract at 0x971add32Ea87f10bD192671630be3BE8A11b8623 by block 13916165,,cash-USD,cash,,,not in catalog,
curve-crv-cvxcrv-v2-gauge,CRV,2022-03-01T00:00:00+00:00,14297758,0x3d75edc45b9dcab8bf1196fabcecdcf22c9289d02eedfe1416731fd751eca9b3,2022-02-28T23:59:58+00:00,unavailable-entry,,,,,,,,[],no contract at 0x971add32Ea87f10bD192671630be3BE8A11b8623 by block 13916165,,cash-USD,cash,,,not in catalog,
curve-crv-cvxcrv-v2-gauge,CRV,2022-04-01T00:00:00+00:00,14497033,0xba079017e34778e071d26698d4cd9a64689487ac91218836ef5d608ec392b3ee,2022-03-31T23:59:56+00:00,unavailable-entry,,,,,,,,[],no contract at 0x971add32Ea87f10bD192671630be3BE8A11b8623 by block 13916165,,yearn-usdc-v2,USD,,,not in catalog,
yearn-usdc-v2,USD,2022-02-01T00:00:00+00:00,14116761,0x4a5a96b90503c3033b494fe07306a6de18ce0ca3833cac7ad336993a64aa9ce0,2022-02-01T00:00:00+00:00,complete,9986.63631,9928.188637,9939.0544347653085018897545,-0.00609455652346914981102455,-58.5116404182160568130805,87.7018661522777301508274817736226,,[],,-0.0058525885178650307733094968389812124839459583764495775454948954679616244080485594453374061040578737,cash-USD,cash,-60.9455652346914981102455,yearn-usdc-v2,complete,0.0000000000000000000000
yearn-usdc-v2,USD,2022-03-01T00:00:00+00:00,14297758,0x3d75edc45b9dcab8bf1196fabcecdcf22c9289d02eedfe1416731fd751eca9b3,2022-02-28T23:59:58+00:00,complete,9986.63631,9960.244209,9965.2300826543034054051708,-0.00347699173456965945948292,-26.4053122906367007492012,72.758282689047225268233674825725,,[],,-0.0026427417781873744834510750296863469137387661611960714327845588681500708420210808698209217153317962,cash-USD,cash,-34.7699173456965945948292,yearn-usdc-v2,complete,0.0000000000000000000000
yearn-usdc-v2,USD,2022-04-01T00:00:00+00:00,14497033,0xba079017e34778e071d26698d4cd9a64689487ac91218836ef5d608ec392b3ee,2022-03-31T23:59:56+00:00,complete,9986.63631,9987.017793,10062.318612721749969470484,0.0062318612721749969470484,0.384359332375220826204,61.559820085323860754065631481650,,[],,0.000038199348425055442917195810047477337241692343154929610128157355517034944471708712900950730626937,yearn-usdc-v2,USD,0.000000000000000000000,yearn-usdc-v2,complete,0.000000000000000000000
yearn-usdc-v2,BTC,2022-02-01T00:00:00+00:00,14116761,0x4a5a96b90503c3033b494fe07306a6de18ce0ca3833cac7ad336993a64aa9ce0,2022-02-01T00:00:00+00:00,complete,0.21530188,0.25201086,9709.4416442384241324570,-0.0290558355761575867543,1414.3188080446827835510,225.705368601568896713087437054314,,"[""approval"", ""USDC -> WBTC (Uniswap V3 fee=3000 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)""]",,0.170500043938306530347064317320406120002296310649958096046351290569315976246932911129247919247151952,cash-USD,cash,-290.5583557615758675430,yearn-wbtc-v2,complete,1484.4626481057836225210
yearn-usdc-v2,BTC,2022-03-01T00:00:00+00:00,14297758,0x3d75edc45b9dcab8bf1196fabcecdcf22c9289d02eedfe1416731fd751eca9b3,2022-02-28T23:59:58+00:00,complete,0.21530188,0.22625317,9774.8038426669343914058,-0.02251961573330656085942,473.1280077718246861746,177.100267135234970237882369625742,,"[""approval"", ""USDC -> WBTC (Uniswap V3 fee=3000 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)""]",,0.050864813628194979068459597287306548368272492557891273406437509974367153691365816220462171533290838,cash-USD,cash,-225.1961573330656085942,yearn-wbtc-v2,complete,514.2144429471403791020
yearn-usdc-v2,BTC,2022-04-01T00:00:00+00:00,14497033,0xba079017e34778e071d26698d4cd9a64689487ac91218836ef5d608ec392b3ee,2022-03-31T23:59:56+00:00,complete,0.21530188,0.21635396,9857.7125740846797431712,-0.01422874259153202568288,47.9358096562827408576,144.3876505528721914915153333762986,,"[""approval"", ""USDC -> WBTC (Uniswap V3 fee=3000 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)""]",,0.004886534200258725097987997132212686670455455381996664404416719445273770948957807521234835478445427,yearn-usdc-v2,USD,-204.606038637070226299284,yearn-wbtc-v2,complete,76.4727615077797812480
yearn-usdc-v2,ETH,2022-02-01T00:00:00+00:00,14116761,0x4a5a96b90503c3033b494fe07306a6de18ce0ca3833cac7ad336993a64aa9ce0,2022-02-01T00:00:00+00:00,complete,2.707209549056973607,3.615830593023442394,9704.3620037358502991952105571440812,-0.02956379962641497008047894428559188,2438.6063749435825403045235516741226,244.2501758211107236096480186388498,,"[""approval"", ""USDC -> WETH (Uniswap V3 fee=500 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)"", ""unwrap WETH""]",,0.335630111929450323058669695010015759535018358880812798611822424452936163766254218767715270155408338,cash-USD,cash,-295.6379962641497008047894428559188,yearn-weth-v2,complete,2519.4699563163868294653923532853262
yearn-usdc-v2,ETH,2022-03-01T00:00:00+00:00,14297758,0x3d75edc45b9dcab8bf1196fabcecdcf22c9289d02eedfe1416731fd751eca9b3,2022-02-28T23:59:58+00:00,complete,2.707209549056973607,3.351082663435977703,9782.798738040606462265063683103574,-0.0217201261959393537734936316896426,1879.655539247946158150502477495168,194.831975150063897531588545863015,,"[""approval"", ""USDC -> WETH (Uniswap V3 fee=500 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)"", ""unwrap WETH""]",,0.237836452151733192429291645027984556110839908941999509247454539828066578416708254301245367573053277,cash-USD,cash,-217.201261959393537734936316896426,yearn-weth-v2,complete,1937.832995857326015902219277987452
yearn-usdc-v2,ETH,2022-04-01T00:00:00+00:00,14497033,0xba079017e34778e071d26698d4cd9a64689487ac91218836ef5d608ec392b3ee,2022-03-31T23:59:56+00:00,complete,2.707209549056973607,3.001457148081274169,9854.6927861524725150656584291634433,-0.01453072138475274849343415708365567,966.1039782963913768022847598198434,157.5598234653526503612145007673558,,"[""approval"", ""USDC -> WETH (Uniswap V3 fee=500 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)"", ""unwrap WETH""]",,0.108690366849067316050034887941665028442215552241275501247619749886302614650144875116887452805016083,yearn-usdc-v2,USD,-207.6258265692774544048255708365567,yearn-weth-v2,complete,1002.4351999385103136348590962535552
