strategy,asset,target_utc,block,block_hash,block_utc,status,start_quantity,end_quantity,end_usd,net_return_fraction,versus_hold_usd,gas_usd,accounting_usd,route,note
yearn-usdc-v2,USD,2022-02-01T00:00:00+00:00,14116761,0x4a5a96b90503c3033b494fe07306a6de18ce0ca3833cac7ad336993a64aa9ce0,2022-02-01T00:00:00+00:00,complete,9986.63631,9928.188637,9939.0544347653085018897545,-0.00609455652346914981102455,-58.5116404182160568130805,87.7018661522777301508274817736226,,[],
yearn-usdc-v2,USD,2022-03-01T00:00:00+00:00,14297758,0x3d75edc45b9dcab8bf1196fabcecdcf22c9289d02eedfe1416731fd751eca9b3,2022-02-28T23:59:58+00:00,complete,9986.63631,9960.244209,9965.2300826543034054051708,-0.00347699173456965945948292,-26.4053122906367007492012,72.758282689047225268233674825725,,[],
yearn-usdc-v2,USD,2022-04-01T00:00:00+00:00,14497033,0xba079017e34778e071d26698d4cd9a64689487ac91218836ef5d608ec392b3ee,2022-03-31T23:59:56+00:00,complete,9986.63631,9987.017793,10062.318612721749969470484,0.0062318612721749969470484,0.384359332375220826204,61.559820085323860754065631481650,,[],
yearn-usdc-v2,BTC,2022-02-01T00:00:00+00:00,14116761,0x4a5a96b90503c3033b494fe07306a6de18ce0ca3833cac7ad336993a64aa9ce0,2022-02-01T00:00:00+00:00,complete,0.21530188,0.25201086,9709.4416442384241324570,-0.0290558355761575867543,1414.3188080446827835510,225.705368601568896713087437054314,,"[""approval"", ""USDC -> WBTC (Uniswap V3 fee=3000 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)""]",
yearn-usdc-v2,BTC,2022-03-01T00:00:00+00:00,14297758,0x3d75edc45b9dcab8bf1196fabcecdcf22c9289d02eedfe1416731fd751eca9b3,2022-02-28T23:59:58+00:00,complete,0.21530188,0.22625317,9774.8038426669343914058,-0.02251961573330656085942,473.1280077718246861746,177.100267135234970237882369625742,,"[""approval"", ""USDC -> WBTC (Uniswap V3 fee=3000 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)""]",
yearn-usdc-v2,BTC,2022-04-01T00:00:00+00:00,14497033,0xba079017e34778e071d26698d4cd9a64689487ac91218836ef5d608ec392b3ee,2022-03-31T23:59:56+00:00,complete,0.21530188,0.21635396,9857.7125740846797431712,-0.01422874259153202568288,47.9358096562827408576,144.3876505528721914915153333762986,,"[""approval"", ""USDC -> WBTC (Uniswap V3 fee=3000 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)""]",
yearn-usdc-v2,ETH,2022-02-01T00:00:00+00:00,14116761,0x4a5a96b90503c3033b494fe07306a6de18ce0ca3833cac7ad336993a64aa9ce0,2022-02-01T00:00:00+00:00,complete,2.707209549056973607,3.615830593023442394,9704.3620037358502991952105571440812,-0.02956379962641497008047894428559188,2438.6063749435825403045235516741226,244.2501758211107236096480186388498,,"[""approval"", ""USDC -> WETH (Uniswap V3 fee=500 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)"", ""unwrap WETH""]",
yearn-usdc-v2,ETH,2022-03-01T00:00:00+00:00,14297758,0x3d75edc45b9dcab8bf1196fabcecdcf22c9289d02eedfe1416731fd751eca9b3,2022-02-28T23:59:58+00:00,complete,2.707209549056973607,3.351082663435977703,9782.798738040606462265063683103574,-0.0217201261959393537734936316896426,1879.655539247946158150502477495168,194.831975150063897531588545863015,,"[""approval"", ""USDC -> WETH (Uniswap V3 fee=500 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)"", ""unwrap WETH""]",
yearn-usdc-v2,ETH,2022-04-01T00:00:00+00:00,14497033,0xba079017e34778e071d26698d4cd9a64689487ac91218836ef5d608ec392b3ee,2022-03-31T23:59:56+00:00,complete,2.707209549056973607,3.001457148081274169,9854.6927861524725150656584291634433,-0.01453072138475274849343415708365567,966.1039782963913768022847598198434,157.5598234653526503612145007673558,,"[""approval"", ""USDC -> WETH (Uniswap V3 fee=500 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)"", ""unwrap WETH""]",
yearn-usdc-v2,CRV,2022-02-01T00:00:00+00:00,14116761,0x4a5a96b90503c3033b494fe07306a6de18ce0ca3833cac7ad336993a64aa9ce0,2022-02-01T00:00:00+00:00,complete,1868.0817199810281463,2869.043908140433985393,9455.154376655330336268555220952852724,-0.0544845623344669663731444779047147276,3298.747707342039780685949278700304324,339.2041059012108033530693076928954,,"[""approval"", ""USDC -> WETH (Uniswap V3 fee=500 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)"", ""approval"", ""WETH -> CRV (Uniswap V3 fee=10000 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)""]",
yearn-usdc-v2,CRV,2022-03-01T00:00:00+00:00,14297758,0x3d75edc45b9dcab8bf1196fabcecdcf22c9289d02eedfe1416731fd751eca9b3,2022-02-28T23:59:58+00:00,complete,1868.0817199810281463,3919.571937322012543923,9450.9292692847920447557152768409901468,-0.05490707307152079552442847231590098532,4946.5832623463001976599175228397090668,268.544242126923846921596014427433,,"[""approval"", ""USDC -> WETH (Uniswap V3 fee=500 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)"", ""approval"", ""WETH -> CRV (Uniswap V3 fee=10000 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)""]",
yearn-usdc-v2,CRV,2022-04-01T00:00:00+00:00,14497033,0xba079017e34778e071d26698d4cd9a64689487ac91218836ef5d608ec392b3ee,2022-03-31T23:59:56+00:00,complete,1868.0817199810281463,3648.024018101970695121,9591.331604947513325360938341596052549,-0.0408668395052486674639061658403947451,4679.798360492346636949366284655197849,214.9597946024979841464867167107182,,"[""approval"", ""USDC -> WETH (Uniswap V3 fee=500 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)"", ""approval"", ""WETH -> CRV (Uniswap V3 fee=10000 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)""]",
yearn-wbtc-v2,USD,2022-02-01T00:00:00+00:00,14116761,0x4a5a96b90503c3033b494fe07306a6de18ce0ca3833cac7ad336993a64aa9ce0,2022-02-01T00:00:00+00:00,complete,9986.63631,8063.920374,8072.7458436987618184378590,-0.1927254156301238181562141,-1924.8202314847627402649760,214.8728692210796618060611164431056,,"[""approval"", ""WBTC -> USDC (Uniswap V3 fee=3000 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)""]",
yearn-wbtc-v2,USD,2022-03-01T00:00:00+00:00,14297758,0x3d75edc45b9dcab8bf1196fabcecdcf22c9289d02eedfe1416731fd751eca9b3,2022-02-28T23:59:58+00:00,complete,9986.63631,9118.719716,9123.2843414689116760705392,-0.08767156585310883239294608,-868.3510534760284300838328,172.511527603009239980139305673130,,"[""approval"", ""WBTC -> USDC (Uniswap V3 fee=3000 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)""]",
yearn-wbtc-v2,USD,2022-04-01T00:00:00+00:00,14497033,0xba079017e34778e071d26698d4cd9a64689487ac91218836ef5d608ec392b3ee,2022-03-31T23:59:56+00:00,complete,9986.63631,9638.104153,9710.774209099548864114164,-0.0289225790900451135885836,-351.160044289825884530116,164.8659781220795290980714845169504,,"[""approval"", ""WBTC -> WETH (Uniswap V3 fee=500 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)"", ""approval"", ""WETH -> USDC (Uniswap V3 fee=500 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)""]",
yearn-wbtc-v2,BTC,2022-02-01T00:00:00+00:00,14116761,0x4a5a96b90503c3033b494fe07306a6de18ce0ca3833cac7ad336993a64aa9ce0,2022-02-01T00:00:00+00:00,complete,0.21530188,0.21348128,8224.9789961326405099360,-0.1775021003867359490064,-70.1438400611008389700,76.7105445173998814372749782392936,,[],
yearn-wbtc-v2,BTC,2022-03-01T00:00:00+00:00,14297758,0x3d75edc45b9dcab8bf1196fabcecdcf22c9289d02eedfe1416731fd751eca9b3,2022-02-28T23:59:58+00:00,complete,0.21530188,0.21435087,9260.5893997197940123038,-0.07394106002802059876962,-41.0864351753156929274,63.172634734314610723835827744612,,[],
yearn-wbtc-v2,BTC,2022-04-01T00:00:00+00:00,14497033,0xba079017e34778e071d26698d4cd9a64689487ac91218836ef5d608ec392b3ee,2022-03-31T23:59:56+00:00,complete,0.21530188,0.21467556,9781.2398125768999619232,-0.02187601874231000380768,-28.5369518514970403904,52.7536517391211736304470411825208,,[],
yearn-wbtc-v2,ETH,2022-02-01T00:00:00+00:00,14116761,0x4a5a96b90503c3033b494fe07306a6de18ce0ca3833cac7ad336993a64aa9ce0,2022-02-01T00:00:00+00:00,complete,2.707209549056973607,3.002206238490708722,8057.4837229380888312747632987055356,-0.19425162770619111687252367012944644,791.7280941458210723840762932355770,224.7858632469797938933468803883558,,"[""approval"", ""WBTC -> WETH (Uniswap V3 fee=500 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)"", ""unwrap WETH""]",
yearn-wbtc-v2,ETH,2022-03-01T00:00:00+00:00,14297758,0x3d75edc45b9dcab8bf1196fabcecdcf22c9289d02eedfe1416731fd751eca9b3,2022-02-28T23:59:58+00:00,complete,2.707209549056973607,3.122437402978021854,9115.315781003193455184918374329932,-0.0884684218996806544815081625670068,1212.172582210533151070357168721526,177.252792445338309350837975134599,,"[""approval"", ""WBTC -> WETH (Uniswap V3 fee=500 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)"", ""unwrap WETH""]",
yearn-wbtc-v2,ETH,2022-04-01T00:00:00+00:00,14497033,0xba079017e34778e071d26698d4cd9a64689487ac91218836ef5d608ec392b3ee,2022-03-31T23:59:56+00:00,complete,2.707209549056973607,2.944698665553561749,9668.3374991291766995668666364402493,-0.03316625008708233004331333635597507,779.7486912730955613034929670966494,143.5833230746472800543026086564688,,"[""approval"", ""WBTC -> WETH (Uniswap V3 fee=500 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)"", ""unwrap WETH""]",
yearn-wbtc-v2,CRV,2022-02-01T00:00:00+00:00,14116761,0x4a5a96b90503c3033b494fe07306a6de18ce0ca3833cac7ad336993a64aa9ce0,2022-02-01T00:00:00+00:00,complete,1868.0817199810281463,2379.157353723552749559,7840.695641493773725028183618678868012,-0.2159304358506226274971816381321131988,1684.288972180483169445577676426319612,319.7283092739890716251962549263478,,"[""approval"", ""WBTC -> WETH (Uniswap V3 fee=500 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)"", ""approval"", ""WETH -> CRV (Uniswap V3 fee=10000 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)""]",
yearn-wbtc-v2,CRV,2022-03-01T00:00:00+00:00,14297758,0x3d75edc45b9dcab8bf1196fabcecdcf22c9289d02eedfe1416731fd751eca9b3,2022-02-28T23:59:58+00:00,complete,1868.0817199810281463,3651.238984497711191997,8803.9209228852397540178144360682921252,-0.11960790771147602459821855639317078748,4299.5749159467479069220166820670110452,250.960474738529120337962541715817,,"[""approval"", ""WBTC -> WETH (Uniswap V3 fee=500 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)"", ""approval"", ""WETH -> CRV (Uniswap V3 fee=10000 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)""]",
yearn-wbtc-v2,CRV,2022-04-01T00:00:00+00:00,14497033,0xba079017e34778e071d26698d4cd9a64689487ac91218836ef5d608ec392b3ee,2022-03-31T23:59:56+00:00,complete,1868.0817199810281463,3578.995431333098005677,9409.842650204934155028521272331932113,-0.0590157349795065844971478727668067887,4498.309405749767466616949215391077413,200.9832942117926138395748245998312,,"[""approval"", ""WBTC -> WETH (Uniswap V3 fee=500 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)"", ""approval"", ""WETH -> CRV (Uniswap V3 fee=10000 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)""]",
yearn-weth-v2,USD,2022-02-01T00:00:00+00:00,14116761,0x4a5a96b90503c3033b494fe07306a6de18ce0ca3833cac7ad336993a64aa9ce0,2022-02-01T00:00:00+00:00,complete,9986.63631,7123.292124,7131.0881333701429589327340,-0.2868911866629857041067266,-2866.4779418133815997701010,207.7796214530489693503899312574836,,"[""approval"", ""WETH -> USDC (Uniswap V3 fee=500 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)""]",
yearn-weth-v2,USD,2022-03-01T00:00:00+00:00,14297758,0x3d75edc45b9dcab8bf1196fabcecdcf22c9289d02eedfe1416731fd751eca9b3,2022-02-28T23:59:58+00:00,complete,9986.63631,7800.005037,7803.9095436367219790812044,-0.21960904563632780209187956,-2187.7258513082181270731676,164.047130868034270346013756531526,,"[""approval"", ""WETH -> USDC (Uniswap V3 fee=500 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)""]",
yearn-weth-v2,USD,2022-04-01T00:00:00+00:00,14497033,0xba079017e34778e071d26698d4cd9a64689487ac91218836ef5d608ec392b3ee,2022-03-31T23:59:56+00:00,complete,9986.63631,8806.2718,8872.6699479733937831384,-0.11273300520266062168616,-1189.26430541598096550588,133.7905643475348417716834371711338,,"[""approval"", ""WETH -> USDC (Uniswap V3 fee=500 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)""]",
yearn-weth-v2,BTC,2022-02-01T00:00:00+00:00,14116761,0x4a5a96b90503c3033b494fe07306a6de18ce0ca3833cac7ad336993a64aa9ce0,2022-02-01T00:00:00+00:00,complete,0.21530188,0.18447978,7107.6129752977421350110,-0.2892387024702257864989,-1187.5098608959992138950,198.1876682747317118551323397813942,,"[""approval"", ""WETH -> WBTC (Uniswap V3 fee=500 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)""]",
yearn-weth-v2,BTC,2022-03-01T00:00:00+00:00,14297758,0x3d75edc45b9dcab8bf1196fabcecdcf22c9289d02eedfe1416731fd751eca9b3,2022-02-28T23:59:58+00:00,complete,0.21530188,0.18030689,7789.7891164633151701186,-0.22102108835366848298814,-1511.8867184317945351126,158.916113738259009747330716412443,,"[""approval"", ""WETH -> WBTC (Uniswap V3 fee=500 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)""]",
yearn-weth-v2,BTC,2022-04-01T00:00:00+00:00,14497033,0xba079017e34778e071d26698d4cd9a64689487ac91218836ef5d608ec392b3ee,2022-03-31T23:59:56+00:00,complete,0.21530188,0.1931538,8800.646140205787840336,-0.1199353859794212159664,-1009.1306242226091619776,127.2230290435733986309925795104848,,"[""approval"", ""WETH -> WBTC (Uniswap V3 fee=500 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)""]",
yearn-weth-v2,ETH,2022-02-01T00:00:00+00:00,14116761,0x4a5a96b90503c3033b494fe07306a6de18ce0ca3833cac7ad336993a64aa9ce0,2022-02-01T00:00:00+00:00,complete,2.707209549056973607,2.677079901041301225,7184.8920474194634697298182038587550,-0.2815107952580536530270181796141245,-80.8635813728042891608688016112036,100.8184767255795072413658230177294,,"[""unwrap WETH""]",
yearn-weth-v2,ETH,2022-03-01T00:00:00+00:00,14297758,0x3d75edc45b9dcab8bf1196fabcecdcf22c9289d02eedfe1416731fd751eca9b3,2022-02-28T23:59:58+00:00,complete,2.707209549056973607,2.687280950762459409,7844.965742183280446362844405116122,-0.2155034257816719553637155594883878,-58.177456609379857751716800492284,83.065407721502434992872179529563,,"[""unwrap WETH""]",
yearn-weth-v2,ETH,2022-04-01T00:00:00+00:00,14497033,0xba079017e34778e071d26698d4cd9a64689487ac91218836ef5d608ec392b3ee,2022-03-31T23:59:56+00:00,complete,2.707209549056973607,2.696144099604354233,8852.2575862139622014307993329098881,-0.11477424137860377985692006670901119,-36.3312216421189368325743364337118,69.4023735434285621821323047521182,,"[""unwrap WETH""]",
yearn-weth-v2,CRV,2022-02-01T00:00:00+00:00,14116761,0x4a5a96b90503c3033b494fe07306a6de18ce0ca3833cac7ad336993a64aa9ce0,2022-02-01T00:00:00+00:00,complete,1868.0817199810281463,2120.005532495169670178,6986.640926697192887471599072428688104,-0.3013359073302807112528400927571311896,830.234257383902331888993130176139704,195.767989862183124672644068027139,,"[""approval"", ""WETH -> CRV (Uniswap V3 fee=10000 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)""]",
yearn-weth-v2,CRV,2022-03-01T00:00:00+00:00,14297758,0x3d75edc45b9dcab8bf1196fabcecdcf22c9289d02eedfe1416731fd751eca9b3,2022-02-28T23:59:58+00:00,complete,1868.0817199810281463,3140.868159904030215047,7573.3073146969430661323309724191835052,-0.24266926853030569338676690275808164948,3068.9613077584512190365332184179024252,156.775955441986457481798559850281,,"[""approval"", ""WETH -> CRV (Uniswap V3 fee=10000 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)""]",
yearn-weth-v2,CRV,2022-04-01T00:00:00+00:00,14497033,0xba079017e34778e071d26698d4cd9a64689487ac91218836ef5d608ec392b3ee,2022-03-31T23:59:56+00:00,complete,1868.0817199810281463,3276.687413578288394413,8615.018813866998431597828775513542097,-0.1384981186133001568402171224486457903,3703.485569411831743186256718572687397,126.8046845798532846604731834866178,,"[""approval"", ""WETH -> CRV (Uniswap V3 fee=10000 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)""]",
yearn-tricrypto2-v2,USD,2022-02-01T00:00:00+00:00,14116761,0x4a5a96b90503c3033b494fe07306a6de18ce0ca3833cac7ad336993a64aa9ce0,2022-02-01T00:00:00+00:00,complete,9986.63631,8145.345581,8154.2601656284442712658585,-0.18457398343715557287341415,-1843.3059095550802874369765,415.5942487009755137839645202512618,,"[""approval"", ""USDT -> USDC (Uniswap V3 fee=100 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)""]",
yearn-tricrypto2-v2,USD,2022-03-01T00:00:00+00:00,14297758,0x3d75edc45b9dcab8bf1196fabcecdcf22c9289d02eedfe1416731fd751eca9b3,2022-02-28T23:59:58+00:00,complete,9986.63631,8696.056659,8700.4097088733414933461108,-0.12995902911266585066538892,-1291.2256860715986128082612,474.416664150932135755231417772999,,"[""approval"", ""USDT -> USDC (Uniswap V3 fee=100 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)""]",
yearn-tricrypto2-v2,USD,2022-04-01T00:00:00+00:00,14497033,0xba079017e34778e071d26698d4cd9a64689487ac91218836ef5d608ec392b3ee,2022-03-31T23:59:56+00:00,complete,9986.63631,9487.789293,9559.325994537760302212484,-0.0440674005462239697787516,-502.608258851614446431796,280.7961551043163763448068730018612,,"[""approval"", ""USDT -> USDC (Uniswap V3 fee=100 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)""]",
yearn-tricrypto2-v2,BTC,2022-02-01T00:00:00+00:00,14116761,0x4a5a96b90503c3033b494fe07306a6de18ce0ca3833cac7ad336993a64aa9ce0,2022-02-01T00:00:00+00:00,complete,0.21530188,0.21467354,8270.9142343789593533230,-0.1729085765621040646677,-24.2086018147819955830,272.0760911974071502971779999260484,,[],
yearn-tricrypto2-v2,BTC,2022-03-01T00:00:00+00:00,14297758,0x3d75edc45b9dcab8bf1196fabcecdcf22c9289d02eedfe1416731fd751eca9b3,2022-02-28T23:59:58+00:00,complete,0.21530188,0.20364365,8798.0059353631166970010,-0.1201994064636883302999,-503.6698995319930082302,361.177343134491148518848107780906,,[],
yearn-tricrypto2-v2,BTC,2022-04-01T00:00:00+00:00,14497033,0xba079017e34778e071d26698d4cd9a64689487ac91218836ef5d608ec392b3ee,2022-03-31T23:59:56+00:00,complete,0.21530188,0.21030963,9582.3154062079408458936,-0.04176845937920591541064,-227.4613582204561564200,190.9610389251111537987655863872478,,[],
yearn-tricrypto2-v2,ETH,2022-02-01T00:00:00+00:00,14116761,0x4a5a96b90503c3033b494fe07306a6de18ce0ca3833cac7ad336993a64aa9ce0,2022-02-01T00:00:00+00:00,complete,2.707209549056973607,3.061677636996658234,8217.0962836271088546025907491825132,-0.17829037163728911453974092508174868,951.3406548348410957119037437125546,293.7054588350129750737211620636072,,"[""unwrap WETH""]",
yearn-tricrypto2-v2,ETH,2022-03-01T00:00:00+00:00,14297758,0x3d75edc45b9dcab8bf1196fabcecdcf22c9289d02eedfe1416731fd751eca9b3,2022-02-28T23:59:58+00:00,complete,2.707209549056973607,3.00642561836606707,8776.64316260350338506756471688206,-0.122335683739649661493243528311794,873.499963810843080953003511273654,378.57603638907266365692447387362,,"[""unwrap WETH""]",
yearn-tricrypto2-v2,ETH,2022-04-01T00:00:00+00:00,14497033,0xba079017e34778e071d26698d4cd9a64689487ac91218836ef5d608ec392b3ee,2022-03-31T23:59:56+00:00,complete,2.707209549056973607,2.904526877435860947,9536.4413530111405821727431790262379,-0.04635586469888594178272568209737621,647.8525451550594439093695096826380,205.1037402901614660091060325205882,,"[""unwrap WETH""]",
yearn-tricrypto2-v2,CRV,2022-02-01T00:00:00+00:00,14116761,0x4a5a96b90503c3033b494fe07306a6de18ce0ca3833cac7ad336993a64aa9ce0,2022-02-01T00:00:00+00:00,complete,1868.0817199810281463,2413.711491735464517882,7954.571455080272463591966338577419976,-0.2045428544919727536408033661422580024,1798.164785766981908009360396324871576,451.3108050394625785782073364659606,,"[""approval"", ""USDT -> CRV (Uniswap V3 fee=3000 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)""]",
yearn-tricrypto2-v2,CRV,2022-03-01T00:00:00+00:00,14297758,0x3d75edc45b9dcab8bf1196fabcecdcf22c9289d02eedfe1416731fd751eca9b3,2022-02-28T23:59:58+00:00,complete,1868.0817199810281463,3456.114809987506919164,8333.4346551211431886017887885513778224,-0.16665653448788568113982112114486221776,3829.0886481826513415059910345500967424,511.307853896169179069501848706157,,"[""approval"", ""USDT -> CRV (Uniswap V3 fee=3000 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)""]",
yearn-tricrypto2-v2,CRV,2022-04-01T00:00:00+00:00,14497033,0xba079017e34778e071d26698d4cd9a64689487ac91218836ef5d608ec392b3ee,2022-03-31T23:59:56+00:00,complete,1868.0817199810281463,3491.544990987423015285,9179.919226402902535223078043961636665,-0.0820080773597097464776921956038363335,4268.385981947735846811505987020781965,351.9188210408478045947739849440436,,"[""approval"", ""USDT -> WETH (Uniswap V3 fee=500 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)"", ""approval"", ""WETH -> CRV (Uniswap V3 fee=10000 router=0xE592427A0AEce92De3Edee1F18E0157C05861564)""]",
yearn-crv-cvxcrv-v2,USD,2022-02-01T00:00:00+00:00,14116761,0x4a5a96b90503c3033b494fe07306a6de18ce0ca3833cac7ad336993a64aa9ce0,2022-02-01T00:00:00+00:00,unavailable-entry,,,,,,,,[],no contract at 0xa8eF50905352aCD611F53640b001E48F2eA31d63 by block 13916165
yearn-crv-cvxcrv-v2,USD,2022-03-01T00:00:00+00:00,14297758,0x3d75edc45b9dcab8bf1196fabcecdcf22c9289d02eedfe1416731fd751eca9b3,2022-02-28T23:59:58+00:00,unavailable-entry,,,,,,,,[],no contract at 0xa8eF50905352aCD611F53640b001E48F2eA31d63 by block 13916165
yearn-crv-cvxcrv-v2,USD,2022-04-01T00:00:00+00:00,14497033,0xba079017e34778e071d26698d4cd9a64689487ac91218836ef5d608ec392b3ee,2022-03-31T23:59:56+00:00,unavailable-entry,,,,,,,,[],no contract at 0xa8eF50905352aCD611F53640b001E48F2eA31d63 by block 13916165
yearn-crv-cvxcrv-v2,BTC,2022-02-01T00:00:00+00:00,14116761,0x4a5a96b90503c3033b494fe07306a6de18ce0ca3833cac7ad336993a64aa9ce0,2022-02-01T00:00:00+00:00,unavailable-entry,,,,,,,,[],no contract at 0xa8eF50905352aCD611F53640b001E48F2eA31d63 by block 13916165
yearn-crv-cvxcrv-v2,BTC,2022-03-01T00:00:00+00:00,14297758,0x3d75edc45b9dcab8bf1196fabcecdcf22c9289d02eedfe1416731fd751eca9b3,2022-02-28T23:59:58+00:00,unavailable-entry,,,,,,,,[],no contract at 0xa8eF50905352aCD611F53640b001E48F2eA31d63 by block 13916165
yearn-crv-cvxcrv-v2,BTC,2022-04-01T00:00:00+00:00,14497033,0xba079017e34778e071d26698d4cd9a64689487ac91218836ef5d608ec392b3ee,2022-03-31T23:59:56+00:00,unavailable-entry,,,,,,,,[],no contract at 0xa8eF50905352aCD611F53640b001E48F2eA31d63 by block 13916165
yearn-crv-cvxcrv-v2,ETH,2022-02-01T00:00:00+00:00,14116761,0x4a5a96b90503c3033b494fe07306a6de18ce0ca3833cac7ad336993a64aa9ce0,2022-02-01T00:00:00+00:00,unavailable-entry,,,,,,,,[],no contract at 0xa8eF50905352aCD611F53640b001E48F2eA31d63 by block 13916165
yearn-crv-cvxcrv-v2,ETH,2022-03-01T00:00:00+00:00,14297758,0x3d75edc45b9dcab8bf1196fabcecdcf22c9289d02eedfe1416731fd751eca9b3,2022-02-28T23:59:58+00:00,unavailable-entry,,,,,,,,[],no contract at 0xa8eF50905352aCD611F53640b001E48F2eA31d63 by block 13916165
yearn-crv-cvxcrv-v2,ETH,2022-04-01T00:00:00+00:00,14497033,0xba079017e34778e071d26698d4cd9a64689487ac91218836ef5d608ec392b3ee,2022-03-31T23:59:56+00:00,unavailable-entry,,,,,,,,[],no contract at 0xa8eF50905352aCD611F53640b001E48F2eA31d63 by block 13916165
yearn-crv-cvxcrv-v2,CRV,2022-02-01T00:00:00+00:00,14116761,0x4a5a96b90503c3033b494fe07306a6de18ce0ca3833cac7ad336993a64aa9ce0,2022-02-01T00:00:00+00:00,unavailable-entry,,,,,,,,[],no contract at 0xa8eF50905352aCD611F53640b001E48F2eA31d63 by block 13916165
yearn-crv-cvxcrv-v2,CRV,2022-03-01T00:00:00+00:00,14297758,0x3d75edc45b9dcab8bf1196fabcecdcf22c9289d02eedfe1416731fd751eca9b3,2022-02-28T23:59:58+00:00,unavailable-entry,,,,,,,,[],no contract at 0xa8eF50905352aCD611F53640b001E48F2eA31d63 by block 13916165
yearn-crv-cvxcrv-v2,CRV,2022-04-01T00:00:00+00:00,14497033,0xba079017e34778e071d26698d4cd9a64689487ac91218836ef5d608ec392b3ee,2022-03-31T23:59:56+00:00,unavailable-entry,,,,,,,,[],no contract at 0xa8eF50905352aCD611F53640b001E48F2eA31d63 by block 13916165
yearn-usd-v3,USD,2022-02-01T00:00:00+00:00,14116761,0x4a5a96b90503c3033b494fe07306a6de18ce0ca3833cac7ad336993a64aa9ce0,2022-02-01T00:00:00+00:00,unavailable-entry,,,,,,,,[],no contract at 0x696d02Db93291651ED510704c9b286841d506987 by block 13916165
yearn-usd-v3,USD,2022-03-01T00:00:00+00:00,14297758,0x3d75edc45b9dcab8bf1196fabcecdcf22c9289d02eedfe1416731fd751eca9b3,2022-02-28T23:59:58+00:00,unavailable-entry,,,,,,,,[],no contract at 0x696d02Db93291651ED510704c9b286841d506987 by block 13916165
yearn-usd-v3,USD,2022-04-01T00:00:00+00:00,14497033,0xba079017e34778e071d26698d4cd9a64689487ac91218836ef5d608ec392b3ee,2022-03-31T23:59:56+00:00,unavailable-entry,,,,,,,,[],no contract at 0x696d02Db93291651ED510704c9b286841d506987 by block 13916165
yearn-usd-v3,BTC,2022-02-01T00:00:00+00:00,14116761,0x4a5a96b90503c3033b494fe07306a6de18ce0ca3833cac7ad336993a64aa9ce0,2022-02-01T00:00:00+00:00,unavailable-entry,,,,,,,,[],no contract at 0x696d02Db93291651ED510704c9b286841d506987 by block 13916165
yearn-usd-v3,BTC,2022-03-01T00:00:00+00:00,14297758,0x3d75edc45b9dcab8bf1196fabcecdcf22c9289d02eedfe1416731fd751eca9b3,2022-02-28T23:59:58+00:00,unavailable-entry,,,,,,,,[],no contract at 0x696d02Db93291651ED510704c9b286841d506987 by block 13916165
yearn-usd-v3,BTC,2022-04-01T00:00:00+00:00,14497033,0xba079017e34778e071d26698d4cd9a64689487ac91218836ef5d608ec392b3ee,2022-03-31T23:59:56+00:00,unavailable-entry,,,,,,,,[],no contract at 0x696d02Db93291651ED510704c9b286841d506987 by block 13916165
